SrNo,Health Facility Name,Address,street,landmark,locality,pincode,landline_number,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Block_Name
151445,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
151531,Area-11,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
151533,DGD Himmatpuri,BLOCK Ext. 30,"HIMMATPURI, TRILOKPURI",OPP. Noida link road,Trilokpuri,110091,1122711407,28.6016,77.3079,0,Dispensaries,Delhi,East,Mayur Vihar,\N
151552,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
151692,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
151711,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
151713,DGD Sannoth,"H. No. 138,",Village Sannoth,,Sannoth,110040,27283634,28.8149,77.0725,0,Dispensaries,Delhi,North,Narela,\N
151946,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
151991,MCW Hastsal Janta Flats,MCW Hastsal Janta Flats,"C Block,",Near Mother Dairy,Uttam Nagar,110058,25354200,28.636253,77.057923,0,M&CW Center,Delhi,West,Patel Nagar,\N
151997,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
152049,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
152063,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
152101,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
152127,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
152317,Area-9,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
152410,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
152452,SPUHC Jagatpur,H.No.2,Village Jagatpur,Khasra No. 309 Jagatpur Extension,Wazirabad,110084,,28.73226734,77.22155392,0,Dispensaries,Delhi,Central,Civil Lines,\N
152604,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
152622,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
152739,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
152798,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
152853,Area-3,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
152881,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
152891,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
153134,DGD Madanpur Dabas,Madanpur Dabas Village P.O. Ranikhera,,,Madanpur Dabas Village,110081,25951099,28.714334,77.027269,0,Dispensaries,Delhi,North West,Kanjhawla,\N
153140,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
153275,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
153288,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
153300,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
153485,Area-2 (070607501),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
153573,Area-9,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
153595,Area-13,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
153610,DGD Ashok Vihar H Block,H-Block,Phase-1,Near Mont  Fort School,Ashok Vihar,110052,27224165,28.68930995,77.167763,0,Dispensaries,Delhi,North West,Saraswati Vihar,\N
153667,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
153714,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
153773,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
153799,Area -4,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
153814,SPUHC Jawahar park,"B-85, Jawarhar Park, Devli Road, Khanpur","B-85, Jawarhar Park, Devli Road, Khanpur","B-85, Jawarhar Park, Devli Road, Khanpur",23,110062,011-29913539,28.50677,77.229833,0,Dispensaries,Delhi,South,Saket,\N
153857,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
153883,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
153903,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
153953,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
153982,Area-3,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
154004,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
154199,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
154446,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
154504,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
154549,DGD Kirari,Delhi Govt Dispensary,Kirari,,,,25967788,28.69545,77.06353,0,Dispensaries,Delhi,North West,Kanjhawla,\N
154582,Area-2,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
154633,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
154727,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
154733,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
154761,Area- C,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
154824,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
154847,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
154946,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
155133,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
155161,Area-4 (070604603),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
155237,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
155308,Area-7,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
155337,Deendayal Upadhyay Hospital,"Ghanta Ghar,",,"Near Hari Nagar,",,110064,25494402,28.62,77.11,0,District Hospital,Delhi,West,Rajouri Garden,\N
155352,Area-8,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
155407,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
155437,DGD Bamnoli,Delhi Govt. Dispensary,,Chaupal,Bamnoli,110077,25314311,28.545117,77.032055,0,Dispensaries,Delhi,South-West,Kapashera,\N
155486,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
155517,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
155643,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
155680,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
155769,Area-4 (070603104),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
155841,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
155844,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
155856,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
155971,MCW Vijay Nagar,"Old Gupta Colony,",Vijay Nagar,Near Old Post office,Vijay Nagar,110009,27450730,28.6914,77.2011,0,M&CW Center,Delhi,North,Model Town,\N
155977,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
156084,Palika Maternity Hospital,Block 11,Near,Khanna Market,Lodhi Colony,110003,011- 2465 4902,28.5838652,77.22193517,0,<100 Bedded Hospital,Delhi,New Delhi,Chanakya Puri,\N
156245,MCW Himmatpuri,Block 34,"HIMMATPURI, TRILOKPURI",Sai Mandir Wali Gali,TRILOKPURI,110091,011-22725598,28.6038,77.3034,0,M&CW Center,Delhi,East,Mayur Vihar,\N
156361,Area-8,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
156363,Area-C,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
156370,Area-3,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
156388,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
156690,Area-6 (070606206),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
156719,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
156734,DGD Motibagh,Basti Vikas Kendra,Shastri Market,Near Arya Samaj Mandir,Moti-Bagh,110021,011-24121123,28.58266011,77.17112207,0,Dispensaries,Delhi,New Delhi,Delhi Cantonment,\N
156741,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
156746,Area-3 (070601701),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
156844,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
156846,Area- C,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
156915,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
156981,Area-9,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
156986,SPUHC Sangam Vihar H Block,"H-161/413,","Sangam Vihar,",,SANGAM VIHAR,,011-26045659,28.50292472,77.25259523,0,Dispensaries,Delhi,South East,Kalkaji,\N
157069,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
157075,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
157142,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
157261,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South,Saket,\N
157297,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
157326,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
157348,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
157376,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
157427,Area-1 (070605301),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
157441,Area-4,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
157471,MCW Ranjeet Nagar,106&110,"DDA Flats,",Opp. Satyam Cinema,New Ranjit Nagar,110008,25700270,28.6502,77.1584,0,M&CW Center,Delhi,West,Patel Nagar,\N
157561,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
157589,DGD Seelampur,H. No. 337,"Janta Flats,",,Welcome Seelampur- II,110053,22826102,28.6723,77.2724,0,Dispensaries,Delhi,North-East,Seelam Pur,\N
157598,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
157661,MCW Anarkali,Gali no. 8 indra Park anarkali,Anarkali,Near Shah Enclave,KRISHNA NAGAR,110051,011-22042387,28.6518,77.2839,0,M&CW Center,Delhi,East,Preet Vihar,\N
157662,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
157800,MH Welcome Seelampur,JB-6,"Subhash Park,","Near R.D. Public School,","Welcome seelampur, delhi",110032,22828448,28.6777,77.2767,0,Maternity Home,Delhi,North-East,Seelam Pur,\N
157865,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
157891,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
157900,Area-2 (070601602),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
158032,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
158061,Area-C,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
158086,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
158206,DGD Raj Nagar II,Delhi Govt. Dispensary,Sec-8,Near Mother Dairy,"Raj Nagar-II, Dwarka",110075,25365499,28.572738,77.076525,0,Dispensaries,Delhi,South-West,Dwarka,\N
158230,Area-15,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
158285,Area-4,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
158290,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
158379,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
158386,Area-5,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
158449,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
158620,Area-8,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
158694,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
158856,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
158992,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
159010,Area-8,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
159441,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
159519,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
159642,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
159655,DGD Saboli,H.No.77,G.No.7 Near Old Shiv Mandir Saboli Fatak Village Saboli,,saboli,110093,22344646,28.70413274,77.29263079,0,Dispensaries,Delhi,Shahdara,Seema Puri,\N
159696,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
159702,Area-3,,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
159704,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
159715,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
159716,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
159841,Area-5,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
159882,Area-3,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
159932,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
159946,DGD Narela,Punjabi Colony,Narela,,Narela,110040,27784425,28.843,77.0913,0,Dispensaries,Delhi,North,Narela,\N
159976,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
160060,Area-4,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
160090,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
160106,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
160144,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
160161,MCW Rohini Sec7,"In the premises of Lal Hansraj polyclinic, Pocket-D16",Sector-07,,Rohini,110085,27044007,28.7112,77.11777,0,M&CW Center,Delhi,North West,Rohini,\N
160172,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
160244,Area- C,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
160261,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
160376,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
160428,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South,Saket,\N
160439,Area-8,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
160444,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
160456,Area-5,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
160476,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
160507,DGD Rohini Court,"Delhi Govt Dispensary, Rohini Court Complex",Sector-14,Near Madhuban Chowk,Rohini,110085,27552550,28.707068,77.132136,0,Dispensaries,Delhi,North West,Rohini,\N
160509,Area-3,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
160530,SPUHC Samta Vihar,House No.1 Gali No.11,Samta Vihar,Main Road,Burari,110042,1127614150,28.7413046,77.18690428,0,Dispensaries,Delhi,Central,Civil Lines,\N
160613,Area-1,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
160638,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
160807,SPUHC Sonia Vihar 4.5 pusta,"E-1/1017,","Gali No. 25,",Near Sai Mandir,Sonia Vihar 4.5 Pusta,110094,,28.7258,77.2515,0,Dispensaries,Delhi,North-East,Karawal Nagar,\N
160917,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
160987,Area-8,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
161069,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
161161,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
161195,Area-9,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
161201,Area-2 (070605803),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
161244,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
161441,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
161463,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
161673,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
161711,Area-C,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
161725,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
161837,DGD Dujana House,Delhi Govt. Dispesnary,Matia Mahal,"Jama Masjid, Delhi","Matia Mahal, Daryaganj",110006,23264639,28.6481075,77.23433466,0,Dispensaries,Delhi,Central,Kotwali,\N
161847,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
161880,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
161882,Area - C,,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
161901,Area-8,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
161949,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
161962,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
162040,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
162142,Area-9,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
162199,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North-East,Yamuna Vihar,\N
162255,SPUHC Samalka,H.No 34,,Near Telephone exchange,Samalka,110037,25065397,28.53197677,77.09319689,0,Dispensaries,Delhi,New Delhi,Vasant Vihar,\N
162359,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
162445,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
162526,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
162550,LNJP Hospital,Gate No.-3,"JLN Marg, New Delhi-2",Delhi Gate,Delhi gate,110002,23236000,28.638663,77.238677,0,>500 Bedded Hospital,Delhi,Central,Kotwali,\N
162589,MCW Hari Nagar,BE Block Hari Nagar,"Opp. Police Station Mayapuri,","behind MC Primary School,",Hari Nagar,110064,25142522,28.62,77.11,0,M&CW Center,Delhi,West,Rajouri Garden,\N
162651,Area-11,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
162696,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
162697,Area-2,,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
162851,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
162923,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
162927,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
162970,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
163020,Area-4 (070604205),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
163073,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
163082,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
163264,Area-8,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
163289,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
163334,Area-2,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
163365,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
163383,Area-8,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
163399,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
163414,MCW Kidwai Nagar NDMC,H.No.4,South market,South Market,East Kidwai Nagar,110023,011-24647361,28.57137388,77.21558807,0,M&CW Center,Delhi,New Delhi,Chanakya Puri,\N
163426,MCW  Okhla Phase I,IPP VIII okhla phase-II Kalkaji,DDA Flat,"Near MCD Primary School,",IPP VIII Health Centre,110020,011-26023121,28.535763,77.276433,0,M&CW Center,Delhi,South East,Kalkaji,\N
163468,Area-1 (070607503),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
163572,Area-7,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
163649,Area- C,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
163696,Area-3,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
163744,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
163770,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
163945,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
164011,Area-5 (070601605),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
164148,MH Rohini Sec 3,G-26 Block,Sector-03,,Rohini,110085,27510385,28.7034,77.1028,0,Maternity Home,Delhi,North West,Rohini,\N
164162,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
164172,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
164268,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
164286,DGD Janakpuri C4 Block,C4B,"Post Office compound,",Behind Fire Station,Janakpuri,110058,25573136,28.62,77.07,0,Dispensaries,Delhi,West,Patel Nagar,\N
164304,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
164307,Area-2,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
164535,Area-1 (ANM Area Code 070600901),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
164537,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
164602,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
164612,MCW Kamra Bangash,MCW Center,Pathshala Marg,Bagh kara khan,"Near Pratap Nagar Metro station, Delhi",110007,23695905,28.6667533,77.1924111,0,M&CW Center,Delhi,Central,Kotwali,\N
164710,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
164715,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
164742,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
164866,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
164905,Area-2,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
164914,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
164941,Area-C,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
164960,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
164985,DGD Bakhtawar Pur,"Village Bakhtawapur,","Alipur Block,",,110036,110036,27722561,28.8235,77.1726,0,Dispensaries,Delhi,North,Alipur,\N
165030,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
165180,Area-14,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
165201,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
165274,Area-5 (070607105),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
165276,MH Badarpur,MH badarpur,"Behind Toll plaza  Badarpur Boarder, New Delhi",,badarpur,110044,,28.48986111,77.30319444,0,Maternity Home,Delhi,South East,Sarita Vihar,\N
165544,Area-18,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
165563,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
165586,Area-5 (070602805),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
165592,Area-8,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
165616,Area-5,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
165663,DGD Inderlok,Delhi Govt. Dispesnary,"MCD Barat Ghar, First Floor","Inder Lok Metro Station, Alopathic Dispensary",InderLok,110035,23128610,28.67239404,77.16758559,0,Dispensaries,Delhi,Central,Kotwali,\N
165752,MH Munirka,Nelson Mandela Marg,,Near Baba gangnath Mandir,Munirka,110067,,28.55422222,77.16869444,0,Maternity Home,Delhi,New Delhi,Delhi Cantonment,\N
165769,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
165787,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
165842,DGD Paharganj,4488,Bhagat Singh Gali,Main Bazar,Paharganj,110055,011-23561814,28.64082084,77.21590647,0,Dispensaries,Delhi,Central,Karol Bagh,\N
165914,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
166079,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
166129,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
166176,Area-8,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
166226,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
166270,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
166367,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
166451,Area-10,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
166485,Area-9,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
166490,Area-10,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
166498,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
166516,Area-4,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
166559,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
166671,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
166707,MCW Pitampura,UU-Block,,Near MCD Primary school,Pitampura,110034,27344119,28.70592,77.13996,0,M&CW Center,Delhi,North West,Rohini,\N
